2025-07-28 19:28:25.800 [pool-3-thread-5 - GET /route?point=49.33,-123.03&point=49.25,-122.97&instructions=true&type=json&key=&profile=truck1] INFO  c.g.resources.RouteResource - 127.0.0.1 en_US Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 OPR/120.0.0.0 [49.33,-123.03, 49.25,-122.97], took: 15.7ms, algo: , profile: truck1, alternatives: 1, distance0: 13354.18888089476, weight0: 916.8230766091772, time0: 15min, points0: 200, debugInfo: idLookup:5.711E-4s; , algoInit:9405 μs, astarbi|landmarks-routing:2 ms, path extraction: 103 μs, visited nodes sum: 818
2025-07-28 19:28:25.829 [pool-3-thread-15 - POST /route?ch=false] INFO  c.g.resources.RouteResource - 127.0.0.1 en_US Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 OPR/120.0.0.0 2, took: 22.6 ms, algo: , profile: truck1, custom_model: distanceInfluence=1.0|headingPenalty=null|speedStatements=[{"if": "true", "limit_to: "80"}]|priorityStatements=[{"if": "max_height < 5", "multiply_by: "0"}]|areas=[], alternatives: 1, distance0: 6946.963288034898, weight0: 552.0974044095077, time0: 9min, points0: 117, debugInfo: idLookup:4.506E-4s; , algoInit:14053 μs, astarbi|landmarks-routing:5 ms, path extraction: 257 μs, visited nodes sum: 1226
2025-07-28 19:28:59.838 [pool-3-thread-6 - GET /route?point=49.33,-123.03&point=49.25,-122.97&instructions=true&type=json&key=&profile=truck1] INFO  c.g.resources.RouteResource - 127.0.0.1 en_US Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 OPR/120.0.0.0 [49.33,-123.03, 49.25,-122.97], took: 8.6ms, algo: , profile: truck1, alternatives: 1, distance0: 13354.18888089476, weight0: 916.8230766091772, time0: 15min, points0: 200, debugInfo: idLookup:3.118E-4s; , algoInit:5364 μs, astarbi|landmarks-routing:1 ms, path extraction: 45 μs, visited nodes sum: 818
2025-07-28 19:28:59.867 [pool-3-thread-6 - POST /route?ch=false] INFO  c.g.resources.RouteResource - 127.0.0.1 en_US Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 OPR/120.0.0.0 2, took: 14.3 ms, algo: , profile: truck1, custom_model: distanceInfluence=1.0|headingPenalty=null|speedStatements=[{"if": "true", "limit_to: "80"}]|priorityStatements=[{"if": "max_height < 5", "multiply_by: "0"}]|areas=[], alternatives: 1, distance0: 6946.963288034898, weight0: 552.0974044095077, time0: 9min, points0: 117, debugInfo: idLookup:3.312E-4s; , algoInit:8491 μs, astarbi|landmarks-routing:3 ms, path extraction: 105 μs, visited nodes sum: 1226
2025-07-28 19:29:18.875 [pool-3-thread-13 - GET /route?point=49.33,-123.03&point=49.25,-122.97&instructions=true&type=json&key=&profile=truck1] INFO  c.g.resources.RouteResource - 127.0.0.1 en_US Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 OPR/120.0.0.0 [49.33,-123.03, 49.25,-122.97], took: 22.3ms, algo: , profile: truck1, alternatives: 1, distance0: 13354.18888089476, weight0: 916.8230766091772, time0: 15min, points0: 200, debugInfo: idLookup:4.416E-4s; , algoInit:17589 μs, astarbi|landmarks-routing:1 ms, path extraction: 56 μs, visited nodes sum: 818
2025-07-28 19:29:18.898 [pool-3-thread-6 - POST /route?ch=false] INFO  c.g.resources.RouteResource - 127.0.0.1 en_US Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 OPR/120.0.0.0 2, took: 13.4 ms, algo: , profile: truck1, custom_model: distanceInfluence=1.0|headingPenalty=null|speedStatements=[{"if": "true", "limit_to: "80"}]|priorityStatements=[{"if": "max_height < 5", "multiply_by: "0"}]|areas=[], alternatives: 1, distance0: 6946.963288034898, weight0: 552.0974044095077, time0: 9min, points0: 117, debugInfo: idLookup:2.861E-4s; , algoInit:9242 μs, astarbi|landmarks-routing:2 ms, path extraction: 64 μs, visited nodes sum: 1226
2025-07-28 19:29:24.237 [pool-3-thread-17 - GET /route?point=49.33,-123.03&point=49.25,-122.97&instructions=true&type=json&key=&profile=truck1] INFO  c.g.resources.RouteResource - 127.0.0.1 en_US Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 OPR/120.0.0.0 [49.33,-123.03, 49.25,-122.97], took: 18.7ms, algo: , profile: truck1, alternatives: 1, distance0: 13354.18888089476, weight0: 916.8230766091772, time0: 15min, points0: 200, debugInfo: idLookup:3.776E-4s; , algoInit:15132 μs, astarbi|landmarks-routing:1 ms, path extraction: 53 μs, visited nodes sum: 818
2025-07-28 19:29:24.255 [pool-3-thread-6 - POST /route?ch=false] INFO  c.g.resources.RouteResource - 127.0.0.1 en_US Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 OPR/120.0.0.0 2, took: 10.9 ms, algo: , profile: truck1, custom_model: distanceInfluence=1.0|headingPenalty=null|speedStatements=[{"if": "true", "limit_to: "80"}]|priorityStatements=[{"if": "max_height < 5", "multiply_by: "0"}]|areas=[], alternatives: 1, distance0: 6946.963288034898, weight0: 552.0974044095077, time0: 9min, points0: 117, debugInfo: idLookup:2.074E-4s; , algoInit:7005 μs, astarbi|landmarks-routing:2 ms, path extraction: 65 μs, visited nodes sum: 1226
2025-07-28 19:35:51.429 [pool-3-thread-15 - GET /route?point=49.33,-123.03&point=49.25,-122.97&instructions=true&type=json&key=&profile=truck1] INFO  c.g.resources.RouteResource - 127.0.0.1 en_US Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 OPR/120.0.0.0 [49.33,-123.03, 49.25,-122.97], took: 12.4ms, algo: , profile: truck1, alternatives: 1, distance0: 13354.18888089476, weight0: 916.8230766091772, time0: 15min, points0: 200, debugInfo: idLookup:2.893E-4s; , algoInit:7889 μs, astarbi|landmarks-routing:2 ms, path extraction: 86 μs, visited nodes sum: 818
2025-07-28 19:35:51.450 [pool-3-thread-2 - POST /route?ch=false] INFO  c.g.resources.RouteResource - 127.0.0.1 en_US Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 OPR/120.0.0.0 2, took: 15.0 ms, algo: , profile: truck1, custom_model: distanceInfluence=1.0|headingPenalty=null|speedStatements=[{"if": "true", "limit_to: "80"}]|priorityStatements=[{"if": "max_height < 5", "multiply_by: "0"}]|areas=[], alternatives: 1, distance0: 6946.963288034898, weight0: 552.0974044095077, time0: 9min, points0: 117, debugInfo: idLookup:2.326E-4s; , algoInit:9237 μs, astarbi|landmarks-routing:2 ms, path extraction: 174 μs, visited nodes sum: 1226
